title,clean_title,title_word_count,asin,brand,stars,reviewsCount,price_value,price_currency,price,category_root,category_leaf,breadcrumbs,description,description_length,popularity_score,thumbnailimage,url
"4-Pack Anti-Colic Baby Bottles for Newborns, 2oz (60ml) | BPA-Free, Breastfeeding Transition, Vented for Gas & Colic Relief | Ideal for Baby Registry","4-pack anti-colic baby bottles for newborns, 2oz (60ml) | bpa-free, breastfeeding transition, vented for gas & colic relief | ideal for baby registry",23,B0CBT28KMN,Smile Bear,4.3,19.0,9.95,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,"The Perfect Baby Bottle for Happy, Healthy Feeding! Every parent wants the best for their baby, and that’s why our 4-Pack Anti-Colic Baby Bottles (2oz / 60ml) are designed to provide a calm, comfortable feeding experience. ✔️ Clinically Proven to Reduce Colic – Our vented system is doctor-recommended to minimize gas, burping, and spit-up. ✔️ Closest to Breastfeeding – The breast-like nipple helps babies transition between breast and bottle easily. ✔️ Preserves Nutrients – Unlike other bottles, our advanced venting system helps protect essential nutrients in breast milk & formula. ✔️ Safe, BPA-Free, and Leakproof – Made from premium-quality, food-safe plastic for your baby’s safety. ✔️ Grows with Your Baby – Remove the vent as your baby’s feeding skills develop—one bottle lasts through multiple stages! 🎁 Perfect Baby Shower Gift! Moms love this as a baby registry essential for newborns. 📌 What’s Included? ✅ (4) Anti-Colic Baby Bottles – 2oz (60ml) ✅ (4) Silicone Natural Response Nipples ✅ (4) Leakproof Caps",1021,12.88164877628216,https://m.media-amazon.com/images/I/41w8NQ4-NOL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0CBT28KMN
"Lansinoh Manual Breast Pump, Hand Pump with Comfortable Flange, Includes 5oz Baby Bottle with Slow Flow Nipple, Breastfeeding Essentials","lansinoh manual breast pump, hand pump with comfortable flange, includes 5oz baby bottle with slow flow nipple, breastfeeding essentials",19,B00GY1SCW2,Lansinoh,4.4,17113.0,28.04,$,,Baby Products,Manual,Baby Products > Feeding > Breastfeeding > Breast Pumps > Manual,"When you gotta pump, you gotta pump. Our Manual Breast Pump is comfortable, silent, and portable. Convenient for occasional use at home, on the go, or stashed in your bag as a back-up. With this newborn essential must have, you can switch easily between two pumping modes, stimulation and expression, to aid in let-down and maximize your pumping sessions. The ergonomic easy-express handle reduces hand fatigue, and two sizes of ComfortFit flanges, standard (25mm) and large (30.5mm), ensure ideal suction and pumping comfort. Save time and pump directly into Lansinoh Breastmilk Storage Bags or while using a pumping bra. Includes one Lansinoh bottle for baby.For nearly 40 years, new mothers have trusted Lansinoh to support and care for them while they enter the messy magic of motherhood. Born from one mother’s realization that birthing people often go without the support they need and deserve, Lansinoh proudly stands with mothers all over the world. Our journey started with award winning, doctor recommended HPA Lanolin Nipple Cream: today, we offer a comprehensive collection of solutions to help new parents navigate pregnancy, birth, breastfeeding, and pumping. Our product range includes organic nipple balm, disposable nursing pads, washable nursing pads, breastmilk storage bags, manual breast pumps and double electric breast pumps, postpartum essentials, baby bottles, and more. Lansinoh products are available in more than 70 countries and the company is committed to being climate neutral by 2030.",1516,42.8896693323032,https://m.media-amazon.com/images/I/31A-HzZvuSL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B00GY1SCW2
"Dayacoco Baby Bottle Drying Rack, Space Saving Vertical Bottles Dryer Holder, Standing Bottle Drying Rack for Countertop Kitchen Organize Bottles, Brushes, Baby Accessories (Gray)","dayacoco baby bottle drying rack, space saving vertical bottles dryer holder, standing bottle drying rack for countertop kitchen organize bottles, brushes, baby accessories (gray)",24,B0F6Y4JVZK,Dayacoco,4.7,96.0,13.99,$,,Baby Products,Bottle Drying Racks,Baby Products > Feeding > Bottle-Feeding > Bottle Cleaning > Bottle Drying Racks,"Baby-safe: BPA-free food-grade PP, meets infant safety standards (for bottles/nipples/brushes parts).Extra-large capacity: Holds 12 bottles (wide/narrow neck, 4-12oz, glass-compatible); trays for small accessories.Faster drying: 72° angled stand (vertical airflow), removable drip tray (no water buildup).Easy & adjustable: 3-step assembly (with instructions); adjustable twig height/density.Ideal new parent gift: Practical, convenient, essential for baby accessory organization/drying.",487,21.5011415989659,https://m.media-amazon.com/images/I/71pP1GBozhL._AC_SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0F6Y4JVZK
"WaterWipes Sensitive+ Newborn & Baby Wipes, 3-In-1 Cleans, Cares, Protects, 99.9% Water, Unscented & Hypoallergenic, 720 Count (12 Packs)","waterwipes sensitive+ newborn & baby wipes, 3-in-1 cleans, cares, protects, 99.9% water, unscented & hypoallergenic, 720 count (12 packs)",19,B008KJEYLO,WaterWipes,4.7,84138.0,44.97,$,,Baby Products,Wipes & Refills,Baby Products > Diapering > Wipes & Holders > Wipes & Refills,"Introducing New & Improved WaterWipes, the World’s Purest Wipes for Sensitive Skin. Families can continue to trust WaterWipes Sensitive+ New Born & Baby Wipes to gently clean, care and help protect sensitive skin - now with a 2X stronger*. Thicker and softer wipe, and a fresh new look. Our plant-based & plastic free** wipes maintain the same purity, with just two carefully selected ingredients: 99.9% ultra-purified water and a drop of fruit extract. Our ultra-purified water undergoes a 7-step process, making it even purer than tap, boiled, or bottled water. WaterWipes remain unscented, hypoallergenic, and gentle on sensitive skin. They are clinically proven to be kind to baby’s skin—giving parents the confidence to help protect their children in the purest way possible. WaterWipes was born from a father's love—our founder created these wipes after his newborn suffered from diaper rash, realizing that skin this pure deserves care that’s just as pure. That inspiration led to the creation of the world’s purest wipes for sensitive skin, trusted by families worldwide for everything from diaper changes to messy hands and faces. *material than previous WaterWipes **Claim does not refer to the full product lifecycle nor packaging. Wipes made from regenerated cellulose.",1281,53.29905971896511,https://m.media-amazon.com/images/I/813fvE8SHRL._AC_SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B008KJEYLO
"Playtex Baby Simply Playtex Complete Tummy Comfort Baby Bottles, 9 Oz (3 Count), Anti-Colic & Anti-Reflux Bottles for Newborn and Breastfeeding Babies, Feeding Essentials","playtex baby simply playtex complete tummy comfort baby bottles, 9 oz (3 count), anti-colic & anti-reflux bottles for newborn and breastfeeding babies, feeding essentials",24,B0CLPZKSRQ,Playtex Baby,4.1,355.0,16.3,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,"Introducing Playtex Baby Simply Baby. Easy and comfortable feeding for mom and baby, promoting easy switching between bottle and breast while still being easy to clean and assemble. All Playtex Baby bottles and accessories are BPA Free and leak-proof.",251,24.087215996493324,https://m.media-amazon.com/images/I/41TiPJrhyXL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0CLPZKSRQ
Glenmal 52 Pcs Baby Shower Games Gift Sets Large Baby Bottle for Shower Game Guess How Many Candies Decorations for Gender Reveal (Pink Bow),glenmal 52 pcs baby shower games gift sets large baby bottle for shower game guess how many candies decorations for gender reveal (pink bow),24,B0DZ6BLBLX,Glenmal,4.7,704.0,20.99,$,,Home & Kitchen,Party Games & Activities,Home & Kitchen > Event & Party Supplies > Party Games & Activities,"Features: Ideal baby showers game kit: This baby gift box can bring you much convenience and fun on baby showers. By the game, guests can obtain joint interest and make baby showers more warm and impressive. Wide occasions: These baby shower card and box are gender neutral design, which can be applied for baby showers, kids birthdays, weddings and other themed activities, easy to attract and activate guests. Specifications: Material: Card box and card: paper Bottle: PET Color: as the picture shown Size: Card box: approx. 7.5 x 7.5 x 7.5 inches/ 19 x 19 x 19 cm Card: approx. 4.7 x 3.2 inches/ 12 x 8 cm Bottle: about 11 inches high Package includes: 1 x Card box 50 x Cards 1 x Bottle Notes: Manual measurement, please allow slight errors on size. The color may exist a slight difference due to different screen displays.",827,30.823529673217664,https://m.media-amazon.com/images/I/81fdZvBStKL._AC_SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0DZ6BLBLX
"Momcozy Baby Bottle Drying Rack for 18 Bottles, Space Saving Countertop Vertical Rack for Baby Accessories & Pump Parts, Detachable Travel Drying Rack with Brush Holder","momcozy baby bottle drying rack for 18 bottles, space saving countertop vertical rack for baby accessories & pump parts, detachable travel drying rack with brush holder",26,B0DMVQWPRS,Momcozy,4.7,617.0,34.99,$,,Baby Products,Bottle Drying Racks,Baby Products > Feeding > Bottle-Feeding > Bottle Cleaning > Bottle Drying Racks,,0,30.204495750051144,https://m.media-amazon.com/images/I/41kVj1q+t2L._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0DMVQWPRS
"haakaa Portable Baby Bottle Drying Rack with Tray, Space Saving Bottle Drying Tree for Bottles/Pump Parts/Pacifiers,Easy-Store Dryer Rack Great for Home & Travel, BPA Free (Green)","haakaa portable baby bottle drying rack with tray, space saving bottle drying tree for bottles/pump parts/pacifiers,easy-store dryer rack great for home & travel, bpa free (green)",26,B0DJR2TB5P,haakaa,4.7,207.0,18.99,$,,Baby Products,Bottle Drying Racks,Baby Products > Feeding > Bottle-Feeding > Bottle Cleaning > Bottle Drying Racks,,0,25.086428974596195,https://m.media-amazon.com/images/I/41EAzXCkutL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0DJR2TB5P
"Maymom Wide-Mouth Milk Collection Storage and Feeding Bottle with Nipple, Pink Screw Ring, Dome Cap, Bottle Top, SureSeal Sealing Disk; Compatible with Spectra Pump/Motif Luna; 2 pc (9Oz/280mL)","maymom wide-mouth milk collection storage and feeding bottle with nipple, pink screw ring, dome cap, bottle top, sureseal sealing disk; compatible with spectra pump/motif luna; 2 pc (9oz/280ml)",28,B0D2MT893V,Maymom,4.8,1591.0,14.99,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,"Maymom Wide-Mouth Milk Collection Storage and Feeding Bottle with Nipple, Pink screw ring, Dome Cap, Bottle Top, SureSeal Sealing Disk; Compatible with Spectra Pump/Motif Luna; 2 pc (9Oz/280mL) Breastfeeding is best for your child's healthy growth and protects against diarrhea and other illnesses. Use this product only if breastfeeding isn't possible or suitable.",365,35.38918255874078,https://m.media-amazon.com/images/I/41YUCJYTowL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0D2MT893V
"Gulicola PP (NOT Glass) Baby Breastfeeding Bottles Newborn Set 4 Pack, Extra Slow Flow Nipples, 0 Months +, 5 oz - White","gulicola pp (not glass) baby breastfeeding bottles newborn set 4 pack, extra slow flow nipples, 0 months +, 5 oz - white",22,B0DYNT7BFP,Gulicola,4.6,96.0,27.98,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,"Gulicola Natural PP Baby Breastfeeding Bottles Newborn Set 4 Pack, Extra Slow Flow Nipples, 0 Months +, 5 oz - White",116,21.04367050111556,https://m.media-amazon.com/images/I/312W6fajRHL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0DYNT7BFP
"Vtopmart Stackable Storage Drawers Set of 5, Clear Plastic Organizer Bins for Baby Bottle, Beauty Supplies Storage, Ideal for Kichen Countertop, Vanity, Bathroom, Cabinet, Pantry Organization","vtopmart stackable storage drawers set of 5, clear plastic organizer bins for baby bottle, beauty supplies storage, ideal for kichen countertop, vanity, bathroom, cabinet, pantry organization",26,B0CXLK9PJ9,Vtopmart,4.7,3064.0,44.79,$,,Home & Kitchen,Vanity Trays,Home & Kitchen > Bath > Bathroom Accessories > Holders & Dispensers > Vanity Trays,,0,37.73067338734047,https://m.media-amazon.com/images/I/71A1QQMJjgL._AC_SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0CXLK9PJ9
"Dapple Refill Pack Baby Bottle and Dish Liquid, Fragrance Free, 33.8 Fluid Ounce","dapple refill pack baby bottle and dish liquid, fragrance free, 33.8 fluid ounce",13,B00BH37IBI,Dapple,4.8,648.0,9.88,$,,Health & Household,Dishwasher Detergent,Health & Household > Household Supplies > Dishwashing > Dishwasher Detergent,Hands Have Never Had It So Good It Features Award-Winning Green Technology To Target Milk Residue And Baking Soda To Combat Odor Our Dish Liquid Rinses Quickly And Is Made With All-Natural Ingredients,200,31.082077040179634,https://m.media-amazon.com/images/I/71Ir04FRmVL._AC_SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B00BH37IBI
OXO Tot Expandable Drying Rack – Space-Saving Drying Rack | Newborn and Baby Essentials | Breastfeeding Essentials | Dry Baby Bottles | Save Space in Kitchen,oxo tot expandable drying rack – space-saving drying rack | newborn and baby essentials | breastfeeding essentials | dry baby bottles | save space in kitchen,26,B0FBHCX71S,OXO Tot,4.9,15228.0,36.54,$,,Baby Products,Bottle Drying Racks,Baby Products > Feeding > Bottle-Feeding > Bottle Cleaning > Bottle Drying Racks,"With a compact design that makes a big impact, the OXO TOT Expandable Drying Rack holds cups, bottles and all their parts without cluttering the countertop. Its upright, compact design saves precious counter space, and the expandable bottom tray pulls out to give you much-needed extra drying space. You’ll have more room to dry bottles, pacifiers, nipples, straws, utensils – you name it. This space-saving bottle drying rack features 13 angled pegs to hold cups and bottles at just the right angle for thorough drying, with soft tips to cushion your bottles. The top tray is a place to put your small items like teethers or pacifiers or bottle nipples. There are two side cups to hold accessories like straws and utensils that often get lost under the pile of freshly washed baby bottles and bottle parts. There’s a bottom tray to hold bottle rings or cup lids, with raised ribs to ensure the drying items don’t sit in a pool of water, and the corners are optimally shaped so you can easily pour out the excess water. When you need more space, pull out the extra tray underneath – it is designed the same as the tray above to elevate your baby items and catch drips. This OXO bottle drying rack fits neatly under cabinets, so it can be tucked neatly out of the way against the wall. All components, except the body of the dish drying rack, are top-rack dishwasher safe. Put this on your registry or your list of baby essentials, newborn essentials or even toddler essentials. Dishwasher safe. BPA free, phthalate free, PVC free. Each OXO Tot product is tested in real homes with real parents and children (including our own!) to ensure that we provide only the best-designed products possible. We proudly use these products daily and it is our sincere hope that they exceed your expectations.",1794,47.19168824087329,https://m.media-amazon.com/images/I/81UQMWfvCZL._AC_SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0FBHCX71S
"Evenflo Feeding Piece of 6 Balance Plus Wide Neck Nipples for The Balance Plus Wide Neck Baby Bottles, 0 Months and Up","evenflo feeding piece of 6 balance plus wide neck nipples for the balance plus wide neck baby bottles, 0 months and up",22,B07J4XJPFS,Evenflo,4.6,811.0,13.99,$,,Baby Products,Nipples,Baby Products > Feeding > Bottle-Feeding > Nipples,"Finding the right balance is all in the details. That's why Evenflo Feeding designed their Balance + Nipples with a unique and intentional shape to encourage a proper latch, supporting healthy bottle-feeding without interfering with mom's breastfeeding journey. With a gentle slope and a resting area for the lips, these nipples help baby maintain a wide latch without sliding to the tip, this is key for breastfed babies. By giving them a ""Just Right"" nipple length, Evenflo made sure that baby's sucking reflex is triggered by stimulating the soft palate. And that's not all! Balance + Nipples feature Proflo Venting and FloRight. Proflo Venting is Evenflo's premium venting technology designed to reduce the potential for colic, reflux, gas and fussiness, while FloRight provides a slower, adjusted flow rate for gulp-free feeding. No need for baby to gulp to keep up!",871,30.817701564743714,https://m.media-amazon.com/images/I/31w3nHN4OxL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B07J4XJPFS
